date,client,transportation_mode,revenue_usd,cost_usd,profit_usd,margin_percent
2022-08-02 23:30:26,Infinite Capital,ROAD,2416.25,1909.21,182.99,7.57
2022-08-02 06:34:21,Global Industries,RAIL,336.36,271.26,18.44,5.48
2022-08-03 02:06:24,Global Industries,RAIL,288.14,256.32,18.79,6.52
2022-08-17 03:26:01,Integrated Dynamics,ROAD,1294.8,1117.94,190.94,14.75
2022-08-03 21:14:02,Global Industries,RAIL,317.35,288.4,17.97,5.66
2022-08-19 06:21:57,Global Industries,RAIL,311.24,270.75,17.91,5.75
2022-08-19 21:15:42,Global Industries,RAIL,307.2,274.74,19.28,6.28
2022-08-23 11:46:23,United Associates,ROAD,2896.65,2773.1,124.89,4.31
2022-08-12 01:10:32,Global Industries,RAIL,283.81,314.52,20.55,7.24
2022-08-04 00:54:05,United Associates,ROAD,3412.44,2929.65,129.17,3.79
2022-08-17 15:34:07,United Associates,ROAD,2815.95,2977.72,114.6,4.07
2022-08-22 11:00:32,Global Industries,RAIL,287.68,268.12,20.93,7.28
2022-08-18 23:35:02,United Associates,ROAD,3247.42,3025.35,128.88,3.97
2022-08-08 21:43:13,Global Industries,RAIL,338.04,282.86,19.5,5.77
2022-08-12 14:44:46,United Associates,ROAD,3363.76,2930.91,110.39,3.28
2022-08-09 03:26:38,Ambitious Connections,ROAD,1864.67,1544.18,377.05,20.22
2022-08-05 16:56:37,Ambitious Connections,ROAD,2097.07,1570.72,323.72,15.44
2022-08-26 01:53:01,Global Industries,RAIL,324.73,305.78,18.61,5.73
2022-08-11 21:06:31,Global Industries,RAIL,326.16,276.66,17.62,5.4
2022-08-11 15:34:18,Global Industries,RAIL,328.77,308.36,20.31,6.18
2022-08-03 00:54:50,Global Industries,RAIL,296.42,284.68,18.52,6.25
2022-08-10 04:52:23,Global Industries,RAIL,315.51,299.7,18.08,5.73
2022-08-20 01:11:32,Global Industries,RAIL,339.26,277.44,19.49,5.74
2022-08-16 10:57:26,Global Industries,RAIL,307.12,289.22,26.44,8.61
2022-08-17 19:01:22,Brilliant Framework,ROAD,2154.7,2086.58,116.71,5.42
2022-08-28 02:14:42,Global Industries,RAIL,279.08,268.09,20.16,7.22
2022-08-19 06:16:12,Global Industries,RAIL,316.37,254.55,18.88,5.97
2022-08-03 12:21:02,Global Industries,RAIL,327.35,308.88,20.86,6.37
2022-08-11 18:03:16,Global Industries,RAIL,307.01,283.28,17.66,5.75
2022-08-06 02:58:43,Global Industries,RAIL,339.65,291.06,20.09,5.91
2022-08-12 21:31:41,Global Industries,RAIL,325.39,300.41,12.53,3.85
2022-08-26 20:08:37,Global Industries,RAIL,313.64,292.77,12.2,3.89
2022-08-01 22:32:24,Global Industries,RAIL,296.88,274.04,12.72,4.28
2022-08-11 09:23:30,Core Strategy,ROAD,3513.56,3774.39,118.86,3.38
2022-08-22 20:35:55,Core Strategy,ROAD,3096.48,3167.46,226.37,7.31
2022-08-04 19:18:13,Infinite Zone,SEA,5304.42,2738.71,2195.79,41.4
2022-08-12 17:34:03,United Associates,ROAD,2059.03,2097.2,-59.36,-2.88
2022-08-13 19:07:23,Sharp Management,ROAD,1672.96,1409.05,226.84,13.56
2022-08-01 03:23:15,Alfa Consulting,AIR,515.22,354.88,120.35,23.36
2022-08-23 21:17:48,Brilliant Enterprises,SEA,7544.54,6222.09,1090.55,14.45
2022-08-21 22:08:57,Premier Resources,SEA,5748.33,5257.01,481.38,8.37
2022-08-11 16:34:27,Creative Corporation,ROAD,3538.4,3187.62,378.55,10.7
2022-08-12 19:34:10,Ambitious Connections,ROAD,2091.1,1441.95,369.38,17.66
2022-08-04 13:52:00,Ambitious Connections,ROAD,1976.14,1591.65,321.76,16.28
2022-08-08 09:18:27,Creative Edge,ROAD,3241.04,3238.46,253.47,7.82
2022-08-15 08:23:34,Noble Corporation,ROAD,2920.4,2548.66,109.84,3.76
2022-08-22 00:11:08,Noble Corporation,ROAD,3273.79,3087.03,219.95,6.72
2022-08-08 16:39:08,Eternal Corporation,ROAD,1291.69,1114.24,163.32,12.64
2022-08-08 08:12:47,Pioneer Systems,ROAD,4254.21,3904.86,332.15,7.81
2022-08-15 06:33:17,Pioneer Systems,ROAD,4325.46,3925.89,330.4,7.64
2022-08-20 12:56:33,Alfa Networks,RAIL,845.46,875.94,59.81,7.07
2022-08-06 06:13:19,Sharp Group,ROAD,3981.46,3908.42,106.1,2.66
2022-08-02 07:00:28,Infinite Systems,AIR,27818.51,21233.11,2527.78,9.09
2022-08-24 11:54:09,Infinite Capital,ROAD,2526.98,2168.85,314.09,12.43
2022-08-05 18:56:56,Creative Logistics,ROAD,2909.41,2845.72,54.02,1.86
2022-08-17 04:33:20,Infinite Capital,ROAD,2138.7,2399.84,127.46,5.96
2022-08-19 14:29:51,Advanced Dynamics,ROAD,3846.69,3339.82,94.79,2.46
2022-08-01 16:26:18,Sharp Trust,ROAD,3231.05,3415.83,342.99,10.62
2022-08-15 05:31:58,Sharp Trust,ROAD,3519.18,2930.28,383.87,10.91
2022-08-20 16:38:20,Global Industries,RAIL,321.46,318.11,13.79,4.29
2022-08-18 21:22:35,Global Industries,RAIL,279.16,275.86,16.65,5.96
2022-08-17 20:08:30,Global Industries,RAIL,295.02,293.53,18.78,6.37
2022-08-11 05:16:27,Global Industries,RAIL,256.91,269.48,19.39,7.55
2022-08-07 11:22:57,Visionary Foundation,RAIL,2352.75,2222.2,151.05,6.42
2022-08-17 00:35:52,Global Industries,RAIL,294.02,290.34,17.47,5.94
2022-08-12 21:23:22,Global Industries,RAIL,333.55,293.97,14.28,4.28
2022-08-17 04:40:49,Global Industries,RAIL,292.41,287.94,12.61,4.31
2022-08-27 22:14:30,Global Industries,RAIL,316.98,304.91,13.71,4.33
2022-08-21 23:36:53,Global Industries,RAIL,273.39,287.52,-23.11,-8.45
2022-08-01 06:20:04,Global Industries,RAIL,313.66,267.72,12.26,3.91
2022-08-13 05:26:07,Global Industries,RAIL,301.54,296.74,14.07,4.67
2022-08-18 13:02:52,Global Industries,RAIL,295.71,271.53,12.06,4.08
2022-08-01 16:12:58,Global Industries,RAIL,306.86,258.71,11.38,3.71
2022-08-21 09:51:32,Global Industries,RAIL,299.73,299.64,13.06,4.36
2022-08-15 08:13:57,Global Industries,RAIL,290.73,309.93,11.56,3.98
2022-08-27 19:18:12,Global Industries,RAIL,300.11,272.34,13.12,4.37
2022-08-21 09:16:45,Global Industries,RAIL,286.04,275.46,12.4,4.34
2022-08-23 21:18:27,Global Industries,RAIL,330.66,262.68,12.02,3.64
2022-08-18 13:15:45,Global Industries,RAIL,344.71,321.3,12.25,3.55
2022-08-05 16:38:25,Global Industries,RAIL,326.25,271.47,13.62,4.17
2022-08-15 17:07:11,Global Industries,RAIL,290.04,282.89,13.46,4.64
2022-08-14 02:47:03,Global Industries,RAIL,297.67,275.56,13.32,4.47
2022-08-11 09:02:23,Global Industries,RAIL,287.66,268.09,12.53,4.36
2022-08-22 00:11:42,Global Industries,RAIL,269.02,289.68,13.15,4.89
2022-08-23 19:22:06,Global Industries,RAIL,307.0,288.14,13.87,4.52
2022-08-02 06:44:00,Global Industries,RAIL,322.36,298.78,11.9,3.69
2022-08-23 20:33:36,Global Industries,RAIL,288.03,281.03,13.17,4.57
2022-08-24 20:19:29,Global Industries,RAIL,344.29,272.86,14.19,4.12
2022-08-15 22:10:36,Global Industries,RAIL,326.26,284.55,13.9,4.26
2022-08-03 03:40:59,Global Industries,RAIL,316.34,289.56,6.16,1.95
2022-08-09 09:36:02,Global Industries,RAIL,314.03,305.46,6.18,1.97
2022-08-06 00:31:55,Global Industries,RAIL,302.4,294.44,6.97,2.3
2022-08-03 06:44:18,Global Industries,RAIL,327.04,284.75,6.91,2.11
2022-08-08 11:16:04,Global Industries,RAIL,308.76,300.15,13.8,4.47
2022-08-25 15:17:44,Global Industries,RAIL,316.74,272.5,12.62,3.98
2022-08-12 07:25:51,True Innovation,ROAD,339.08,298.08,50.19,14.8
2022-08-20 04:55:56,Alfa Trust,ROAD,1588.85,1643.98,190.33,11.98
2022-08-07 15:25:13,Smart Services,ROAD,4625.42,1500.13,3286.98,71.06
2022-08-10 00:44:18,Elite Systems,RAIL,1387.38,1327.91,128.51,9.26
2022-08-25 13:38:29,Prime Group,RAIL,2126.18,2044.23,274.23,12.9
2022-08-09 06:05:02,Modern Framework,RAIL,394.27,378.38,0.0,0.0
2022-08-05 01:45:12,Infinite Capital,ROAD,2250.05,1711.0,696.52,30.96
2022-08-18 10:52:01,Pioneer Systems,ROAD,3875.5,4082.77,110.01,2.84
2022-08-28 09:57:36,Smart Services,ROAD,6621.91,5396.56,1937.77,29.26
2022-08-13 14:27:51,Smart Services,ROAD,4510.77,1659.0,3074.5,68.16
2022-08-13 12:48:26,Epic Holdings,SEA,4356.21,3744.34,585.68,13.44
2022-08-11 21:04:33,Elite Systems,RAIL,1544.81,1286.01,244.42,15.82
2022-08-25 01:25:01,Premier Networks,ROAD,1409.01,1110.21,267.22,18.97
2022-08-17 02:11:41,Smart Services,ROAD,4524.9,1687.05,2992.59,66.14
2022-08-18 22:23:00,Elite Systems,RAIL,1519.11,1148.11,257.74,16.97
2022-08-08 09:41:37,Leading Alliance,ROAD,1851.84,1746.84,86.63,4.68
2022-08-16 13:08:22,Pioneer Systems,ROAD,4123.88,3647.85,328.58,7.97
2022-08-06 06:21:44,Bright Dynamics,RAIL,1287.31,1115.11,237.79,18.47
2022-08-22 21:14:39,Bright Dynamics,RAIL,1548.0,1139.62,347.88,22.47
2022-08-19 15:20:48,Noble Services,ROAD,3116.98,2868.96,120.23,3.86
2022-08-18 07:59:22,Global Industries,RAIL,318.65,298.98,12.7,3.99
2022-08-06 14:14:15,Global Industries,RAIL,291.4,309.79,13.0,4.46
2022-08-06 01:52:41,Global Industries,RAIL,288.38,275.54,14.04,4.87
2022-08-25 10:54:58,Global Industries,RAIL,330.56,276.89,6.96,2.11
2022-08-27 06:01:15,Global Industries,RAIL,322.51,291.87,6.77,2.1
2022-08-01 03:13:06,Global Industries,RAIL,329.54,270.2,6.74,2.05
2022-08-13 23:43:28,United Associates,ROAD,3147.01,2807.78,126.46,4.02
2022-08-20 18:21:58,Global Industries,RAIL,293.18,277.15,6.53,2.23
2022-08-02 17:03:40,Global Industries,RAIL,270.03,264.97,6.12,2.27
2022-08-22 12:22:09,Global Industries,RAIL,298.48,294.76,6.75,2.26
2022-08-04 23:33:39,Global Industries,RAIL,339.6,325.34,6.15,1.81
2022-08-12 05:16:17,Pro Corporation,SEA,10014.28,10672.7,1045.76,10.44
2022-08-28 07:08:37,Global Industries,RAIL,297.69,303.14,6.84,2.3
2022-08-01 14:04:42,Global Industries,RAIL,318.08,267.34,6.81,2.14
2022-08-04 18:37:47,Global Industries,RAIL,325.23,317.45,13.26,4.08
2022-08-15 04:32:41,Global Industries,RAIL,287.23,287.97,11.91,4.15
2022-08-11 09:08:31,Global Industries,RAIL,323.49,320.38,14.03,4.34
2022-08-03 21:20:26,Global Industries,RAIL,269.62,275.77,13.13,4.87
2022-08-08 19:32:33,Global Industries,RAIL,272.94,276.26,12.89,4.72
2022-08-12 19:56:52,Global Industries,RAIL,319.32,302.98,13.56,4.25
2022-08-08 13:44:59,Global Industries,RAIL,314.75,302.09,13.48,4.28
2022-08-24 10:04:28,Global Industries,RAIL,300.46,295.55,14.13,4.7
2022-08-03 03:13:17,Global Industries,RAIL,335.02,297.88,13.98,4.17
2022-08-06 05:52:39,Global Industries,RAIL,315.76,291.25,13.41,4.25
2022-08-10 05:08:53,Global Industries,RAIL,304.63,267.51,12.96,4.25
2022-08-23 14:59:13,Global Industries,RAIL,308.29,290.1,12.49,4.05
2022-08-18 23:55:26,Global Industries,RAIL,275.64,300.52,13.2,4.79
2022-08-18 07:05:00,Global Industries,RAIL,278.56,282.65,11.94,4.29
2022-08-20 08:03:18,Global Industries,RAIL,304.56,271.89,6.88,2.26
2022-08-19 22:49:53,Global Industries,RAIL,320.56,317.16,6.08,1.9
2022-08-08 22:01:15,Global Industries,RAIL,302.26,269.61,6.28,2.08
2022-08-05 16:23:29,Global Group,AIR,73278.73,65794.7,13865.9,18.92
2022-08-24 11:23:52,Visionary Group,ROAD,1004.96,827.77,164.83,16.4
2022-08-12 13:08:01,Visionary Group,ROAD,1077.68,898.23,116.43,10.8
2022-08-07 13:33:56,Visionary Group,ROAD,902.25,1014.24,44.08,4.89
2022-08-27 11:21:30,Visionary Group,ROAD,984.98,798.65,172.15,17.48
2022-08-02 06:13:14,True Dynamics,ROAD,3190.86,2370.33,359.19,11.26
2022-08-07 09:23:23,Visionary Group,ROAD,966.45,783.99,165.67,17.14
2022-08-28 18:26:15,True Dynamics,ROAD,3072.25,2271.0,542.82,17.67
2022-08-18 22:59:07,Advanced Connections,RAIL,1604.05,1750.33,-124.17,-7.74
2022-08-24 16:40:54,Core Connections,AIR,3689.7,3451.05,183.75,4.98
2022-08-15 14:01:00,Noble Tech,ROAD,3297.38,3044.4,282.77,8.58
2022-08-22 21:35:47,United Associates,ROAD,2914.1,2571.62,127.18,4.36
2022-08-08 23:14:34,United Associates,ROAD,3117.54,2972.36,114.61,3.68
2022-08-20 01:15:49,Dynamic Development,ROAD,4311.82,3290.37,910.58,21.12
2022-08-08 03:12:39,United Associates,ROAD,2175.73,2191.65,57.91,2.66
2022-08-18 15:19:25,Elite Systems,RAIL,1280.26,1233.21,228.28,17.83
2022-08-23 05:29:11,Core Industries,ROAD,3313.15,3302.71,116.39,3.51
2022-08-17 11:47:35,Advanced Systems,SEA,100.25,77.79,23.09,23.03
2022-08-05 17:53:31,Noble Capital,SEA,3994.42,3106.08,709.08,17.75
2022-08-19 08:27:15,Solid Industries,RAIL,669.37,949.64,-141.31,-21.11
2022-08-28 06:41:52,Advanced Framework,ROAD,1984.03,1803.99,121.0,6.1
2022-08-04 15:04:47,Pioneer Systems,ROAD,4788.97,3910.53,121.56,2.54
2022-08-26 02:18:35,Infinite Zone,SEA,3494.74,2937.02,208.5,5.97
2022-08-01 09:39:12,Infinite Zone,SEA,6885.99,6736.39,359.75,5.22
2022-08-06 21:50:48,Infinite Zone,SEA,6230.49,5477.97,585.02,9.39
2022-08-01 07:26:00,Advanced Holdings,SEA,2200.3,1898.04,418.42,19.02
2022-08-09 23:49:02,Advanced Holdings,SEA,2090.63,1956.71,100.86,4.82
2022-08-25 16:25:02,Advanced Holdings,SEA,1940.98,1743.97,239.31,12.33
2022-08-26 06:54:47,Advanced Holdings,SEA,2962.37,2591.27,387.16,13.07
2022-08-28 16:50:59,Infinite Zone,SEA,3912.82,3208.69,174.61,4.46
2022-08-13 05:20:29,Infinite Zone,SEA,3534.31,3074.02,56.85,1.61
2022-08-10 23:50:57,Infinite Zone,SEA,8160.53,7349.34,481.64,5.9
2022-08-03 19:29:27,Infinite Zone,SEA,2763.07,2900.6,359.92,13.03
2022-08-01 14:24:21,Core Industries,ROAD,3204.71,3278.11,108.99,3.4
2022-08-05 10:07:06,Key Innovation,SEA,934.49,635.65,243.48,26.05
2022-08-20 05:58:26,Premier Resources,ROAD,3293.89,3225.43,214.76,6.52
2022-08-22 07:04:50,Elite Industries,ROAD,1508.38,1510.02,55.68,3.69
2022-08-09 07:19:47,Premier Resources,ROAD,3234.34,3080.68,221.17,6.84
2022-08-06 19:30:01,Sharp Management,ROAD,1851.78,1367.83,297.62,16.07
2022-08-16 20:30:19,Sharp Management,ROAD,1690.86,1348.39,290.21,17.16
2022-08-12 08:27:41,Infinite Capital,ROAD,2511.86,2005.19,107.79,4.29
2022-08-11 08:29:06,Creative Trust,ROAD,1901.86,1429.25,324.27,17.05
2022-08-17 12:08:28,Advanced Capital,RAIL,3699.77,2978.65,223.9,6.05
2022-08-14 00:03:16,Advanced Capital,RAIL,3294.71,2898.15,227.19,6.9
2022-08-24 15:21:38,Brilliant Capital,SEA,6190.64,5338.27,1520.94,24.57
2022-08-06 21:14:26,Advanced Alliance,RAIL,1782.15,1987.73,-159.2,-8.93
2022-08-05 13:29:28,Core Holdings,ROAD,2162.84,2327.89,-61.62,-2.85
2022-08-22 11:48:40,Core Holdings,ROAD,2142.63,2258.87,-12.58,-0.59
2022-08-24 18:09:18,Brilliant Capital,SEA,11273.78,10862.09,1292.71,11.47
2022-08-26 09:40:17,United Associates,ROAD,3308.36,3073.47,112.93,3.41
2022-08-17 02:15:08,Brilliant Innovation,ROAD,2973.84,2727.99,88.22,2.97
2022-08-20 14:52:33,Creative Corporation,ROAD,3789.31,3521.78,319.0,8.42
2022-08-02 13:56:40,Sharp Management,ROAD,1843.75,1675.41,188.64,10.23
2022-08-16 08:06:55,Global Holdings,RAIL,370.83,282.41,24.5,6.61
2022-08-05 17:36:47,Sharp Management,ROAD,1707.55,1474.66,215.82,12.64
2022-08-07 15:05:01,Elite Systems,RAIL,1442.71,1129.92,228.27,15.82
2022-08-05 15:05:25,Sharp Management,ROAD,1555.05,1499.63,235.23,15.13
2022-08-28 22:43:20,Global Industries,RAIL,435.46,430.69,12.84,2.95
2022-08-01 22:41:41,Bright Dynamics,RAIL,1510.11,1550.99,8.55,0.57
2022-08-02 17:35:37,Global Industries,RAIL,365.2,351.15,11.14,3.05
2022-08-05 04:32:59,Ambitious Consulting,RAIL,1200.58,1219.39,0.0,0.0
2022-08-01 09:31:03,Advanced Corporation,RAIL,1968.39,1587.64,167.95,8.53
2022-08-21 22:55:47,Advanced Corporation,RAIL,1872.04,1774.25,166.37,8.89
2022-08-16 10:18:45,Innovative Alliance,RAIL,2285.32,1889.63,173.39,7.59
2022-08-06 12:36:27,Eternal Corporation,RAIL,1119.76,1138.34,118.2,10.56
2022-08-01 02:53:36,Core Holdings,ROAD,2232.87,2072.5,-75.58,-3.38
2022-08-28 17:38:08,Pioneer Designs,ROAD,1586.92,1319.46,61.58,3.88
2022-08-28 01:47:13,Smart Services,ROAD,7904.13,4742.38,2827.17,35.77
2022-08-15 22:03:07,Infinite Zone,SEA,1996.66,1806.06,246.28,12.33
2022-08-16 15:10:00,Integrated Enterprises,RAIL,1974.64,1774.74,193.42,9.8
2022-08-25 23:17:26,True Innovation,ROAD,473.13,448.08,16.17,3.42
2022-08-28 13:44:33,Smart Services,ROAD,6959.85,3761.78,3835.86,55.11
2022-08-02 17:26:17,Leading Ventures,SEA,2632.02,2250.13,387.05,14.71
2022-08-17 23:31:43,Core Holdings,ROAD,1971.0,2113.17,-13.72,-0.7
2022-08-04 08:34:27,Next Foundation,RAIL,1905.02,2026.95,158.26,8.31
2022-08-25 06:55:21,Smart Zone,RAIL,2723.54,2449.7,503.24,18.48
2022-08-20 14:12:45,Next Framework,ROAD,1924.21,1906.89,54.96,2.86
2022-08-06 21:48:34,Next Foundation,RAIL,2013.58,1969.59,139.81,6.94
2022-08-26 18:21:14,Next Foundation,RAIL,2016.4,1844.54,158.03,7.84
2022-08-08 07:23:35,Next Foundation,RAIL,2206.3,1752.83,170.98,7.75
2022-08-12 15:44:18,Noble Corporation,ROAD,3088.23,3001.01,376.35,12.19
2022-08-25 23:20:36,Global Industries,RAIL,438.79,391.65,27.29,6.22
2022-08-17 15:09:37,Infinite Capital,ROAD,2217.3,2019.95,114.91,5.18
2022-08-10 09:02:07,Active Services,RAIL,2114.6,2049.04,-115.38,-5.46
2022-08-24 16:01:32,Global Industries,RAIL,388.84,369.17,11.68,3.0
2022-08-27 05:11:57,Global Industries,RAIL,429.69,375.11,13.4,3.12
2022-08-27 02:53:32,Global Industries,RAIL,413.25,410.92,12.29,2.97
2022-08-19 22:07:29,Global Industries,RAIL,436.04,361.52,11.54,2.65
2022-08-09 07:21:40,Global Industries,RAIL,389.03,359.29,25.56,6.57
2022-08-11 16:19:39,Noble Corporation,ROAD,3422.15,3237.97,233.03,6.81
2022-08-25 09:18:31,Noble Corporation,ROAD,2648.33,2831.91,120.31,4.54
2022-08-17 06:53:45,Advanced Holdings,SEA,5946.3,5233.57,634.08,10.66
2022-08-22 06:25:57,Advanced Holdings,SEA,5455.64,4133.61,601.45,11.02
2022-08-08 17:54:28,Smart Zone,RAIL,2710.15,2734.2,345.5,12.75
2022-08-02 03:52:27,Smart Zone,RAIL,3054.82,3012.69,61.66,2.02
2022-08-18 22:51:32,Advanced Holdings,SEA,5308.52,4640.76,539.23,10.16
2022-08-04 02:15:55,Advanced Holdings,SEA,4939.39,4730.96,495.46,10.03
2022-08-01 14:58:50,Alfa Trust,ROAD,1678.08,1540.46,168.11,10.02
2022-08-03 11:34:38,Advanced Holdings,SEA,4223.49,3678.14,473.87,11.22
2022-08-16 15:24:27,Advanced Holdings,SEA,5549.34,4264.6,560.48,10.1
2022-08-10 09:28:06,Advanced Holdings,SEA,5693.05,4879.35,610.9,10.73
2022-08-08 07:24:03,Dynamic Networks,ROAD,3710.03,2876.94,801.59,21.61
2022-08-26 12:39:43,Advanced Holdings,SEA,5113.23,4328.89,446.49,8.73
2022-08-02 23:25:03,Elite Systems,RAIL,1472.42,1263.45,111.03,7.54
2022-08-03 19:31:20,United Group,RAIL,961.01,872.87,103.1,10.73
2022-08-17 14:27:05,True Global,RAIL,780.54,659.89,95.96,12.29
2022-08-23 01:27:09,United Associates,AIR,717.83,388.72,382.19,53.24
2022-08-17 20:08:09,Brilliant Foundation,AIR,27710.24,25720.53,3135.33,11.31
2022-08-02 10:51:33,United Associates,ROAD,2176.14,2114.17,126.18,5.8
2022-08-11 04:02:13,United Associates,ROAD,1948.95,2305.52,-109.57,-5.62
2022-08-22 07:49:11,United Associates,ROAD,3389.59,3379.36,114.02,3.36
2022-08-01 15:38:07,United Associates,ROAD,3082.27,2951.6,130.74,4.24
2022-08-12 13:57:53,United Associates,ROAD,2062.61,1947.08,58.37,2.83
2022-08-27 05:13:56,United Associates,ROAD,3508.87,2950.33,120.57,3.44
2022-08-13 11:16:59,United Associates,ROAD,2708.54,2603.34,108.97,4.02
2022-08-20 05:26:20,United Associates,ROAD,2961.81,3130.63,0.0,0.0
2022-08-27 13:03:32,Pioneer Group,RAIL,2651.25,2280.63,330.86,12.48
2022-08-06 08:31:08,Sharp Foundation,ROAD,4463.17,4044.05,226.05,5.06
2022-08-07 02:50:44,Modern Systems,RAIL,1386.1,1144.72,235.04,16.96
2022-08-14 20:49:20,Ultimate Holdings,RAIL,1932.71,1947.88,222.82,11.53
2022-08-03 05:02:47,Ambitious Technologies,SEA,14107.79,11852.95,3799.31,26.93
2022-08-22 01:48:53,Eternal Corporation,RAIL,1323.38,1146.33,5.37,0.41
2022-08-27 14:19:28,Ambitious Connections,ROAD,1906.64,1472.87,301.18,15.8
2022-08-01 11:20:59,Ambitious Connections,ROAD,2086.0,1445.03,358.62,17.19
2022-08-26 15:18:32,Core Holdings,ROAD,1572.01,1430.53,56.23,3.58
2022-08-10 12:45:59,Global Industries,RAIL,390.83,372.84,22.79,5.83
2022-08-19 02:54:48,Global Industries,RAIL,437.14,391.73,25.13,5.75
2022-08-13 00:42:44,Global Industries,RAIL,445.68,403.86,27.91,6.26
2022-08-13 09:26:26,Global Industries,RAIL,433.13,414.99,23.37,5.4
2022-08-16 13:51:34,Global Industries,RAIL,397.42,403.75,25.08,6.31
2022-08-12 19:38:38,Global Industries,RAIL,390.6,402.68,22.73,5.82
2022-08-01 00:13:09,Global Industries,RAIL,410.64,383.87,22.72,5.53
2022-08-13 04:50:42,Global Industries,RAIL,395.24,388.12,26.23,6.64
2022-08-03 15:21:36,Infinite Zone,SEA,2925.05,2692.13,213.52,7.3
2022-08-21 05:23:10,Premier Logistics,SEA,1344.1,1217.14,166.14,12.36
2022-08-20 07:00:40,Creative Edge,ROAD,3287.9,3238.29,258.59,7.86
2022-08-27 04:33:00,Dynamic Networks,ROAD,3700.26,3135.72,646.11,17.46
2022-08-12 17:49:47,Ambitious Connections,ROAD,1943.97,1493.33,362.79,18.66
2022-08-22 14:44:04,Global Industries,RAIL,505.99,396.69,46.72,9.23
2022-08-08 12:45:59,Global Industries,RAIL,465.08,420.3,24.01,5.16
2022-08-28 18:13:04,Global Industries,RAIL,427.03,385.69,25.31,5.93
2022-08-18 03:02:05,Global Industries,RAIL,427.2,385.45,23.36,5.47
2022-08-16 20:47:46,Global Industries,RAIL,458.95,379.43,25.97,5.66
2022-08-03 04:57:22,Global Industries,RAIL,460.85,379.17,25.74,5.59
2022-08-19 20:03:37,Elite Systems,RAIL,1401.31,1263.06,196.78,14.04
2022-08-06 07:47:44,Dynamic Development,ROAD,2683.85,2207.83,486.85,18.14
2022-08-19 02:07:56,Dynamic Connections,SEA,2507.41,2331.9,408.29,16.28
2022-08-12 15:35:10,Bright Capital,ROAD,660.55,567.97,120.1,18.18
2022-08-22 20:14:16,Visionary Group,ROAD,988.9,884.41,94.25,9.53
2022-08-28 05:58:32,Visionary Group,ROAD,988.36,895.72,100.16,10.13
2022-08-02 06:05:01,Visionary Group,ROAD,960.15,830.83,94.32,9.82
2022-08-07 03:27:22,Premier Networks,ROAD,1582.47,1565.68,120.88,7.64
2022-08-03 16:36:29,United Associates,ROAD,2263.16,1983.95,0.0,0.0
2022-08-07 20:15:38,United Associates,ROAD,2351.26,2075.87,-62.0,-2.64
2022-08-28 09:17:48,Ultimate Edge,RAIL,2631.27,2122.7,298.12,11.33
2022-08-09 14:28:12,Advanced Capital,ROAD,2968.62,2926.2,184.7,6.22
2022-08-03 11:45:59,Global Corporation,AIR,3250.46,2911.53,168.78,5.19
2022-08-21 18:44:23,Infinite Capital,ROAD,2426.35,2055.8,125.72,5.18
2022-08-21 19:50:14,Advanced Capital,RAIL,3444.27,3353.84,111.5,3.24
2022-08-02 19:58:55,Ambitious Connections,ROAD,2055.83,1538.18,311.47,15.15
2022-08-18 11:50:41,United Associates,ROAD,2809.37,2918.28,0.0,0.0
2022-08-17 12:05:11,Brilliant Framework,ROAD,2276.92,1949.39,125.86,5.53
2022-08-04 21:16:56,Advanced Capital,RAIL,3938.97,3909.44,126.75,3.22
2022-08-18 00:11:46,Advanced Holdings,SEA,2102.43,1741.84,110.82,5.27
2022-08-03 04:16:05,Visionary Group,ROAD,944.53,887.92,94.05,9.96
2022-08-28 23:15:06,Creative Trust,ROAD,3097.47,2847.21,127.38,4.11
2022-08-02 18:37:50,Advanced Holdings,SEA,1969.92,1184.87,582.29,29.56
2022-08-04 15:27:39,Elite Systems,RAIL,1396.85,1305.51,149.24,10.68
2022-08-07 13:34:15,United Framework,AIR,3100.87,2969.62,256.44,8.27
2022-08-24 22:07:26,Global Industries,RAIL,447.21,458.7,13.72,3.07
2022-08-24 03:58:16,Global Industries,RAIL,443.43,408.62,12.52,2.82
2022-08-27 01:26:20,Global Industries,RAIL,458.5,394.39,13.44,2.93
2022-08-23 00:34:05,Global Industries,RAIL,399.14,363.9,23.8,5.96
2022-08-04 13:43:17,Global Industries,RAIL,466.72,410.4,26.88,5.76
2022-08-11 12:55:42,Advanced Dynamics,ROAD,3688.7,4016.32,201.84,5.47
2022-08-05 17:56:29,Advanced Dynamics,ROAD,3892.39,3606.87,170.66,4.38
2022-08-10 00:44:46,Advanced Dynamics,ROAD,3755.52,3451.84,172.09,4.58
2022-08-14 12:34:17,Global Industries,RAIL,433.03,459.94,20.07,4.63
2022-08-18 08:01:35,Global Industries,RAIL,485.56,429.26,20.36,4.19
2022-08-24 23:30:31,Global Industries,RAIL,429.87,384.12,28.12,6.54
2022-08-03 07:59:30,Global Industries,RAIL,429.15,375.19,23.28,5.42
2022-08-12 05:44:14,Global Industries,RAIL,442.06,421.34,26.06,5.9
2022-08-14 00:28:41,Global Industries,RAIL,427.79,367.64,24.06,5.62
2022-08-23 13:21:28,Global Industries,RAIL,412.59,397.14,24.39,5.91
2022-08-22 21:13:33,Global Industries,RAIL,436.45,422.98,27.95,6.4
